pub,new_classification
Flowtaxis in the wakes of oscillating airfoils,Sustainability-Inclusive
Ciliated epithelia are key elements in the recruitment of bacterial partners in the squid-vibrio symbiosis,Sustainability-Inclusive
Flow sensing and feedback control for maintaining school cohesion in uncoordinated flapping swimmers,Sustainability-Inclusive
Enhanced flight performance in non-uniformly flexible wings,SDG-Related
Multiscale mechanics of mucociliary clearance in the lung,SDG-Related
Cilia oscillations,SDG-Related
Sea star inspired crawling and bouncing,SDG-Related
Teamwork in the viscous oceanic microscale,SDG-Related
"School cohesion, speed and efficiency are modulated by the swimmers flapping motion",SDG-Related
Evaluating evasion strategies in zebrafish larvae,SDG-Related
Octopus-inspired arm movements,SDG-Related
Turning kinematics of the scyphomedusa Aurelia aurita,SDG-Related
Soft skeletons transmit force with variable gearing,SDG-Related
Multisynchrony in Active Microfilaments,Not-Related
Shape optimization of tumbling wings,Not-Related
Metachronal Motion across Scales: Current Challenges and Future Directions,Not-Related
Learning to swim in potential flow,Not-Related
Intracellular coupling modulates biflagellar synchrony: Intracellular coupling modulates biflagellar synchrony,Not-Related
Spontaneous phase coordination and fluid pumping in model ciliary carpets,Not-Related
Active tail flexion in concert with passive hydrodynamic forces improves swimming speed and efficiency,Not-Related
A fundamental propulsive mechanism employed by swimmers and flyers throughout the animal kingdom,Not-Related
Elastic Snap-Through Instabilities Are Governed by Geometric Symmetries,Not-Related
Dynamic behavior of elastic strips near shape transitions,Not-Related
Spontaneous body wall contractions stabilize the fluid microenvironment thashapes host–microbe associations,Not-Related
A subcellular biochemical model for T6SS dynamics reveals winning competitive strategies,Not-Related
Designing Shape Transitions in Elastic Structures,Not-Related
Connections between propulsive efficiency and wake structure via modal decomposition,Not-Related
Flow physics guides morphology of ciliated organs,Not-Related
Long-range Atoh1 enhancers maintain competency for hair cell regeneration in the inner ear,Sustainability-Inclusive
Organ of Corti size is governed by yap/tead-mediated progenitor self-renewal,SDG-Related
Generation of inner ear hair cells by direct lineage conversion of primary somatic cells,SDG-Related
Small-molecule inhibition of Lats kinases may promote Yap-dependent proliferation in postmitotic mammalian tissues,SDG-Related
POU4F3 pioneer activity enables ATOH1 to drive diverse mechanoreceptor differentiation through a feed-forward epigenetic mechanism,SDG-Related
"Cellular reprogramming with ATOH1, GFI1, and POU4F3 implicate epigenetic changes and cell-cell signaling as obstacles to hair cell regeneration in mature mammals",SDG-Related
CDK2 regulates aminoglycoside-induced hair cell death through modulating c-Jun activity: Inhibiting CDK2 to preserve hearing,SDG-Related
STAT3 promotes a youthful epigenetic state in articular chondrocytes,SDG-Related
Enhancer decommissioning imposes an epigenetic barrier to sensory hair cell regeneration,Not-Related
Foxc1 establishes 1 enhancer accessibility for craniofacial cartilage differentiation,Not-Related
"GFI1 regulates hair cell differentiation by acting as an off-DNA transcriptional co-activator of ATOH1, and a DNA-binding repressor",Not-Related
Single-cell transcriptomic profiling of the zebrafish inner ear reveals molecularly distinct hair cell and supporting cell subtypes,Not-Related
DNA methylation in the mouse cochlea promotes maturation of supporting cells and contributes to the failure of hair cell regeneration,Not-Related
SoxC transcription factors shape the epigenetic landscape to establish competence for sensory differentiation in the mammalian organ of Corti,Not-Related
"Crustal Structure of the Northern Hikurangi Margin, New Zealand: Variable Accretion and Overthrusting Plate Strength Influenced by Rough Subduction",Sustainability-Inclusive
Volcanic crustal structure of the western Hikurangi Plateau (New Zealand) from marine seismic reflection imaging,Sustainability-Inclusive
Heterogeneous Crustal Structure of the Hikurangi Plateau Revealed by SHIRE Seismic Data: Origin and Implications for Plate Boundary Tectonics,Sustainability-Inclusive
"Upper Plate Heterogeneity Along the Southern Hikurangi Margin, New Zealand",Not-Related
Disaster memorial events for increasing awareness and preparedness: 150 years since the Arica tsunami in Aotearoa-New Zealand,Sustainability-Inclusive
"Field Survey and Numerical Modelling of the December 22, 2018 Anak Krakatau Tsunami",Sustainability-Inclusive
Five years after the 14 November 2016 Kaikōura Tsunami in Aotearoa-New Zealand: insights from recent research,Sustainability-Inclusive
Diverse tsunamigenesis triggered by the Hunga Tonga-Hunga Ha’apai eruption,Sustainability-Inclusive
Tsunami Runup and Inundation in Tonga from the January 2022 Eruption of Hunga Volcano,Sustainability-Inclusive
"Tsunami Hazard Assessment for Tongatapu, Tonga",Sustainability-Inclusive
An assessment of subduction zone-generated tsunami hazards in New Zealand Ports,SDG-Related
A Fast and Sensitive Luciferase-based Assay for Antibody Engineering and Design of Chimeric Antigen Receptors,Sustainability-Inclusive
"Narciclasine, an isocarbostyril alkaloid, has preferential activity against primary effusion lymphoma",SDG-Related
A novel thermostable beetle luciferase based cytotoxicity assay,SDG-Related
"Detailed traveltime tomography and seismic catalogue around the 2019 Mw7.1 Ridgecrest, California, earthquake using dense rapid-response seismic data",Sustainability-Inclusive
High-resolution seismic imaging of the plate boundary in northern Baja California and southern California using double-pair double-difference tomography,Sustainability-Inclusive
How the force and fracture architectures develop within and around healed fault zones during biaxial loading toward macroscopic failure,Sustainability-Inclusive
"Internal structure of the San Jacinto fault zone at the Ramona Reservation, north of Anza, California, from dense array seismic data",Sustainability-Inclusive
Monitoring Seasonal Shear Wave Velocity Changes in the Top 6 m at Garner Valley in Southern California With Borehole Data,Sustainability-Inclusive
"Regional seismic velocity changes following the 2019 Mw7.1 Ridgecrest, California earthquake from autocorrelations and P/S converted waves",Sustainability-Inclusive
Predicting the proximity to macroscopic failure using local strain populations from dynamic in situ X-ray tomography triaxial compression experiments on rocks,Sustainability-Inclusive
Fracture Network Localization Preceding Catastrophic Failure in Triaxial Compression Experiments on Rocks,Sustainability-Inclusive
Humming trains in seismology: An opportune source for probing the shallow crust,Sustainability-Inclusive
"Monitoring Terrestrial Water Storage, Drought and Seasonal Changes in Central Oklahoma With Ambient Seismic Noise",Sustainability-Inclusive
"Multi-Scale Seismic Imaging of the Ridgecrest, CA, Region With Waveform Inversion of Regional and Dense Array Data",Sustainability-Inclusive
Nodal seismograph recordings of the 2019 ridgecrest earthquake sequence,SDG-Related
Localization and coalescence of seismicity before large earthquakes,SDG-Related
"Variations of Earthquake Properties Before, During, and After the 2019 M7.1 Ridgecrest, CA, Earthquake",SDG-Related
An automated method for developing a catalog of small earthquakes using data of a dense seismic array and nearby stations,SDG-Related
Identifying Different Classes of Seismic Noise Signals Using Unsupervised Learning,SDG-Related
"Characterizing the uppermost 100 m structure of the San Jacinto fault zone southeast of Anza, California, through joint analysis of geological, topographic, seismic and resistivity data",SDG-Related
Earthquake Declustering Using the Nearest-Neighbor Approach in Space-Time-Magnitude Domain,SDG-Related
"Imaging and Monitoring Temporal Changes of Shallow Seismic Velocities at the Garner Valley Near Anza, California, Following the M7.2 2010 El Mayor-Cucapah Earthquake",SDG-Related
The influence of preexisting host rock damage on fault network localization,SDG-Related
Analysis of seismic signals generated by vehicle traffic with application to derivation of subsurface Q-Values,SDG-Related
Monitoring Seismic Velocity Changes Across the San Jacinto Fault Using Train-Generated Seismic Tremors,SDG-Related
Invariant Galton-Watson branching process for earthquake occurrence,SDG-Related
Seismic Traveltime Tomography of Southern California Using Poisson-Voronoi Cells and 20 Years of Data,SDG-Related
Volumetric and shear strain localization throughout triaxial compression experiments on rocks,SDG-Related
"Distribution of seismic scatterers in the San Jacinto Fault Zone, southeast of Anza, California, based on passive matrix imaging",SDG-Related
